Date,Open,High,Low,Close,Adj Close,Volume
2023-09-11,2452.000000,2476.850098,2452.000000,2474.600098,2474.600098,6635537
2023-09-12,2483.000000,2483.000000,2435.949951,2438.850098,2438.850098,8127833
2023-09-13,2440.000000,2462.649902,2426.250000,2451.050049,2451.050049,6401669
2023-09-14,2460.000000,2465.800049,2445.000000,2453.300049,2453.300049,4604818
2023-09-15,2468.000000,2468.000000,2449.500000,2457.850098,2457.850098,12734296
2023-09-18,2440.050049,2451.000000,2432.050049,2436.449951,2436.449951,3758150
2023-09-20,2423.050049,2427.600098,2355.000000,2382.149902,2382.149902,28540942
2023-09-21,2374.949951,2390.100098,2360.000000,2364.800049,2364.800049,6113091
2023-09-22,2376.000000,2382.449951,2350.000000,2354.949951,2354.949951,9588393
2023-09-25,2350.399902,2360.699951,2335.100098,2340.449951,2340.449951,7127442
2023-09-26,2338.550049,2350.199951,2335.600098,2342.500000,2342.500000,5043891
2023-09-27,2343.500000,2371.800049,2338.500000,2368.899902,2368.899902,5861389
2023-09-28,2383.000000,2383.000000,2325.000000,2334.100098,2334.100098,7259173
2023-09-29,2341.800049,2369.100098,2334.100098,2345.000000,2345.000000,6171007
2023-10-03,2329.949951,2335.600098,2316.000000,2318.149902,2318.149902,4429528
2023-10-04,2309.000000,2319.000000,2295.100098,2314.149902,2314.149902,5143193
2023-10-05,2319.250000,2329.399902,2309.000000,2314.100098,2314.100098,5476841
2023-10-06,2317.050049,2324.800049,2312.050049,2318.000000,2318.000000,2715513
2023-10-09,2308.100098,2311.949951,2295.000000,2298.250000,2298.250000,3788439
2023-10-10,2306.550049,2317.899902,2303.750000,2308.399902,2308.399902,5118016
2023-10-11,2314.449951,2349.699951,2313.000000,2345.050049,2345.050049,4907059
2023-10-12,2343.850098,2359.350098,2338.149902,2349.399902,2349.399902,6277225
2023-10-13,2340.000000,2357.500000,2329.149902,2349.300049,2349.300049,5075158
2023-10-16,2345.000000,2354.550049,2336.000000,2344.050049,2344.050049,2964518
2023-10-17,2356.000000,2359.699951,2341.300049,2355.250000,2355.250000,3964090
2023-10-18,2355.250000,2367.000000,2321.000000,2324.000000,2324.000000,4459160
2023-10-19,2312.000000,2321.800049,2301.000000,2306.149902,2306.149902,6016278
2023-10-20,2300.000000,2314.699951,2296.300049,2299.100098,2299.100098,4456656
2023-10-23,2290.000000,2306.250000,2255.250000,2263.199951,2263.199951,3926981
2023-10-25,2250.050049,2281.199951,2243.000000,2257.949951,2257.949951,5810344
2023-10-26,2251.000000,2258.000000,2220.300049,2226.500000,2226.500000,7611267
2023-10-27,2240.000000,2273.500000,2235.949951,2265.800049,2265.800049,5885542
2023-10-30,2274.000000,2325.000000,2269.949951,2312.500000,2312.500000,8406652
2023-10-31,2328.000000,2328.000000,2282.899902,2287.899902,2287.899902,6404219
2023-11-01,2289.149902,2317.500000,2275.199951,2297.399902,2297.399902,5154595
2023-11-02,2313.949951,2324.300049,2307.949951,2320.199951,2320.199951,5281052
2023-11-03,2327.199951,2334.949951,2315.750000,2319.699951,2319.699951,4425078
2023-11-06,2332.300049,2340.000000,2325.600098,2339.000000,2339.000000,5323652
2023-11-07,2334.050049,2339.100098,2319.550049,2323.800049,2323.800049,3480102
2023-11-08,2332.000000,2341.000000,2321.750000,2335.899902,2335.899902,3942247
2023-11-09,2335.850098,2335.899902,2304.199951,2310.550049,2310.550049,7256805
2023-11-10,2305.550049,2316.350098,2298.050049,2314.899902,2314.899902,3867477
2023-11-13,2322.899902,2324.600098,2311.699951,2314.600098,2314.600098,1927405
2023-11-15,2340.000000,2361.949951,2327.000000,2356.449951,2356.449951,6110324
2023-11-16,2351.100098,2374.149902,2346.949951,2360.699951,2360.699951,6567455
2023-11-17,2352.899902,2373.250000,2352.050049,2355.550049,2355.550049,3879317
2023-11-20,2348.550049,2358.399902,2336.399902,2349.350098,2349.350098,2245093
2023-11-21,2366.000000,2388.000000,2360.199951,2378.899902,2378.899902,4107225
2023-11-22,2375.000000,2394.449951,2372.199951,2388.199951,2388.199951,4267407
2023-11-23,2388.199951,2400.000000,2388.199951,2395.500000,2395.500000,4265771
2023-11-24,2391.600098,2402.600098,2391.050049,2393.899902,2393.899902,3374743
2023-11-28,2393.899902,2399.699951,2375.250000,2394.399902,2394.399902,6896087
2023-11-29,2408.000000,2411.949951,2398.050049,2400.699951,2400.699951,6265653
2023-11-30,2394.699951,2400.699951,2369.899902,2377.449951,2377.449951,14219992
2023-12-01,2378.000000,2396.399902,2377.600098,2394.300049,2394.300049,7171421
2023-12-04,2450.000000,2450.000000,2398.600098,2420.199951,2420.199951,7795495
2023-12-05,2439.000000,2440.850098,2421.649902,2437.750000,2437.750000,6346812
2023-12-06,2447.100098,2472.949951,2435.000000,2461.100098,2461.100098,8211221
2023-12-07,2460.000000,2460.949951,2442.000000,2457.050049,2457.050049,4071048
2023-12-08,2463.850098,2476.699951,2445.000000,2455.750000,2455.750000,5102447
2023-12-11,2456.000000,2467.600098,2452.399902,2459.350098,2459.350098,3533069
2023-12-12,2460.000000,2464.949951,2420.149902,2424.050049,2424.050049,4598562
2023-12-13,2422.000000,2438.350098,2406.300049,2433.949951,2433.949951,5015591
2023-12-14,2454.000000,2474.949951,2442.649902,2464.149902,2464.149902,8486177
2023-12-15,2478.000000,2500.000000,2470.050049,2495.600098,2495.600098,7966076
2023-12-18,2495.600098,2534.899902,2490.949951,2521.000000,2521.000000,7082594
2023-12-19,2555.000000,2573.899902,2525.199951,2558.100098,2558.100098,8410302
2023-12-20,2571.050049,2598.850098,2520.000000,2527.149902,2527.149902,8868361
2023-12-21,2527.000000,2573.500000,2518.250000,2562.550049,2562.550049,6882727
2023-12-22,2559.600098,2580.899902,2547.649902,2565.050049,2565.050049,8270892
2023-12-26,2568.000000,2591.949951,2562.699951,2578.050049,2578.050049,3732832
2023-12-27,2582.000000,2599.899902,2573.100098,2586.850098,2586.850098,4602078
2023-12-28,2589.800049,2612.000000,2586.850098,2605.550049,2605.550049,6151318
2023-12-29,2611.100098,2614.000000,2579.300049,2584.949951,2584.949951,5432292
2024-01-01,2580.550049,2606.850098,2573.149902,2590.250000,2590.250000,2015270
2024-01-02,2585.000000,2615.000000,2573.000000,2611.699951,2611.699951,3724400
2024-01-03,2610.000000,2634.000000,2577.199951,2583.300049,2583.300049,4518768
2024-01-04,2588.000000,2609.850098,2579.100098,2596.649902,2596.649902,4806389
2024-01-05,2602.899902,2619.850098,2598.000000,2607.699951,2607.699951,4043203
2024-01-08,2610.000000,2631.949951,2568.949951,2587.350098,2587.350098,3867326
2024-01-09,2600.000000,2606.800049,2577.199951,2580.500000,2580.500000,2701537
2024-01-10,2577.000000,2659.000000,2575.050049,2650.100098,2650.100098,5551370
2024-01-11,2659.000000,2725.000000,2657.000000,2719.800049,2719.800049,11862926
2024-01-12,2719.800049,2746.649902,2691.500000,2741.449951,2741.449951,7506082
2024-01-15,2750.000000,2792.899902,2732.000000,2788.250000,2788.250000,4305297
2024-01-16,2779.949951,2792.600098,2741.000000,2749.250000,2749.250000,4534512
2024-01-17,2719.000000,2772.550049,2710.050049,2723.149902,2723.149902,6098691
2024-01-18,2702.800049,2742.000000,2702.500000,2735.899902,2735.899902,5139719
2024-01-19,2752.000000,2752.000000,2718.000000,2734.899902,2734.899902,5211352
2024-01-23,2743.500000,2743.500000,2645.100098,2657.149902,2657.149902,10027710
2024-01-24,2670.449951,2699.000000,2647.850098,2687.750000,2687.750000,10959564
2024-01-25,2685.899902,2728.300049,2670.399902,2706.149902,2706.149902,5904436
2024-01-29,2729.000000,2905.000000,2720.350098,2896.100098,2896.100098,11946719
2024-01-30,2919.899902,2919.949951,2808.850098,2815.250000,2815.250000,7046989
2024-01-31,2808.000000,2868.500000,2805.000000,2853.250000,2853.250000,7565113
2024-02-01,2870.000000,2886.699951,2836.100098,2853.300049,2853.300049,6674681
2024-02-02,2866.350098,2949.800049,2866.350098,2915.399902,2915.399902,9826294
2024-02-05,2921.500000,2941.000000,2863.050049,2878.050049,2878.050049,4407216
2024-02-06,2883.699951,2883.699951,2839.649902,2855.600098,2855.600098,4523992
2024-02-07,2871.850098,2899.000000,2858.500000,2884.300049,2884.300049,4648284
2024-02-08,2900.000000,2918.949951,2855.050049,2900.250000,2900.250000,7347317
2024-02-09,2908.000000,2943.949951,2901.899902,2921.500000,2921.500000,6278399
2024-02-12,2921.500000,2922.000000,2884.699951,2904.699951,2904.699951,3337215
2024-02-13,2911.000000,2958.000000,2908.000000,2930.199951,2930.199951,3857797
2024-02-14,2915.000000,2967.300049,2915.000000,2962.750000,2962.750000,3558944
2024-02-15,2966.699951,2969.449951,2933.050049,2941.199951,2941.199951,5003391
2024-02-16,2952.949951,2954.000000,2917.100098,2921.149902,2921.149902,4883749
2024-02-19,2924.100098,2959.000000,2907.050049,2948.000000,2948.000000,3364914
2024-02-20,2950.050049,2951.000000,2923.600098,2942.050049,2942.050049,3558748
2024-02-21,2948.000000,2977.050049,2915.100098,2935.399902,2935.399902,6360146
2024-02-22,2936.300049,2969.899902,2916.000000,2963.500000,2963.500000,9246864
2024-02-23,2979.000000,2995.100098,2966.699951,2987.250000,2987.250000,7219292
2024-02-26,2987.100098,2989.050049,2965.000000,2974.649902,2974.649902,3756553
2024-02-27,2966.050049,2999.899902,2956.100098,2971.300049,2971.300049,5413022
2024-02-28,2966.000000,2982.550049,2900.350098,2911.250000,2911.250000,4323975
2024-02-29,2930.000000,2957.949951,2909.050049,2921.600098,2921.600098,11814488
2024-03-01,2927.000000,3000.000000,2925.000000,2984.250000,2984.250000,6066463
2024-03-04,2980.949951,3024.899902,2974.449951,3014.800049,3014.800049,5012210
2024-03-05,3011.550049,3014.800049,2972.100098,3000.399902,3000.399902,3553834
2024-03-06,2986.899902,3018.000000,2957.000000,3006.000000,3006.000000,3902838
2024-03-07,3005.949951,3006.199951,2951.100098,2957.850098,2957.850098,4157863
2024-03-11,2978.000000,2978.000000,2927.000000,2933.199951,2933.199951,5638565
2024-03-12,2933.199951,2976.000000,2930.050049,2950.850098,2950.850098,4716339
2024-03-13,2959.550049,2966.199951,2855.550049,2864.350098,2864.350098,6761067
2024-03-14,2879.399902,2897.050049,2851.000000,2862.949951,2862.949951,9285551
2024-03-15,2851.899902,2866.449951,2825.800049,2836.449951,2836.449951,9611909
2024-03-18,2840.000000,2883.449951,2833.050049,2878.949951,2878.949951,4584696
2024-03-19,2857.500000,2875.199951,2834.500000,2850.500000,2850.500000,4137882
2024-03-20,2855.899902,2890.000000,2848.050049,2887.500000,2887.500000,4244403
2024-03-21,2905.050049,2915.800049,2889.350098,2901.949951,2901.949951,6503468
2024-03-22,2899.949951,2920.000000,2894.699951,2910.050049,2910.050049,9763804
2024-03-26,2890.000000,2904.800049,2878.000000,2883.149902,2883.149902,5707953
2024-03-27,2896.000000,3000.000000,2894.000000,2985.699951,2985.699951,8163322
2024-03-28,2985.750000,3011.899902,2957.300049,2971.699951,2971.699951,10927182
2024-04-01,2984.949951,2987.949951,2965.000000,2969.550049,2969.550049,2506940
2024-04-02,2968.000000,2988.000000,2950.000000,2973.899902,2973.899902,4455083
2024-04-03,2964.149902,2968.899902,2937.800049,2943.199951,2943.199951,3504146
2024-04-04,2959.500000,2959.500000,2900.000000,2925.850098,2925.850098,7245136
2024-04-05,2921.750000,2941.600098,2912.000000,2920.199951,2920.199951,3721149
2024-04-08,2925.949951,2981.949951,2922.000000,2971.949951,2971.949951,4178559
2024-04-09,2978.000000,2979.600098,2925.000000,2927.300049,2927.300049,3535707
2024-04-10,2932.699951,2974.000000,2932.699951,2959.149902,2959.149902,4569165
2024-04-12,2951.750000,2972.949951,2926.149902,2934.300049,2934.300049,7775506
2024-04-15,2922.000000,2964.250000,2892.649902,2929.649902,2929.649902,6451031
2024-04-16,2906.699951,2942.350098,2901.850098,2931.500000,2931.500000,4683092
2024-04-18,2927.000000,2972.000000,2918.699951,2928.649902,2928.649902,9502846
2024-04-19,2913.550049,2948.000000,2886.050049,2940.250000,2940.250000,7870889
2024-04-22,2944.899902,2965.649902,2935.600098,2959.699951,2959.699951,5175181
2024-04-23,2958.000000,2987.000000,2911.100098,2918.649902,2918.649902,7302777
2024-04-24,2927.000000,2937.100098,2899.000000,2900.350098,2900.350098,5231388
2024-04-25,2885.000000,2935.949951,2883.000000,2919.949951,2919.949951,7971963
2024-04-26,2927.899902,2930.000000,2900.000000,2905.100098,2905.100098,4706924
2024-04-29,2900.000000,2935.800049,2900.000000,2930.050049,2930.050049,3623987
2024-04-30,2936.000000,2966.149902,2925.750000,2934.000000,2934.000000,5737131
2024-05-02,2944.000000,2954.649902,2928.250000,2933.100098,2933.100098,7256323
2024-05-03,2942.000000,2949.899902,2832.300049,2868.000000,2868.000000,8613479
2024-05-06,2871.000000,2880.000000,2836.000000,2839.050049,2839.050049,3697104
2024-05-07,2831.949951,2841.500000,2784.000000,2802.949951,2802.949951,7258736
2024-05-08,2795.000000,2865.899902,2795.000000,2837.100098,2837.100098,4719501
2024-05-09,2826.000000,2847.500000,2780.000000,2788.250000,2788.250000,5504806
2024-05-10,2793.500000,2820.000000,2776.149902,2814.850098,2814.850098,5252548
2024-05-13,2799.800049,2813.949951,2768.000000,2805.399902,2805.399902,4228310
2024-05-14,2801.949951,2854.149902,2800.050049,2840.149902,2840.149902,3594150
2024-05-15,2841.000000,2859.949951,2826.050049,2832.550049,2832.550049,2523267
2024-05-16,2837.100098,2855.000000,2796.050049,2850.699951,2850.699951,7355887
2024-05-17,2846.100098,2874.399902,2826.500000,2871.399902,2871.399902,5458238
2024-05-21,2851.199951,2883.649902,2851.199951,2872.250000,2872.250000,5588064
2024-05-22,2872.550049,2937.550049,2872.550049,2921.300049,2921.300049,5140802
2024-05-23,2917.100098,2984.449951,2910.000000,2972.100098,2972.100098,7304130
2024-05-24,2967.250000,2977.000000,2952.199951,2960.500000,2960.500000,3547388
2024-05-27,2960.449951,2969.800049,2923.100098,2932.500000,2932.500000,3314505
2024-05-28,2936.000000,2957.000000,2905.500000,2912.399902,2912.399902,3910081
2024-05-29,2893.000000,2916.000000,2876.899902,2881.550049,2881.550049,3691778
2024-05-30,2871.000000,2880.800049,2840.199951,2849.699951,2849.699951,6603429
2024-05-31,2862.600098,2884.500000,2844.500000,2860.800049,2860.800049,15534916
2024-06-03,2966.000000,3029.000000,2918.000000,3020.649902,3020.649902,10763971
2024-06-04,2996.100098,2996.100098,2718.600098,2794.550049,2794.550049,18354549
2024-06-05,2844.000000,2862.300049,2768.199951,2841.500000,2841.500000,8732445
2024-06-06,2870.000000,2887.399902,2842.699951,2863.199951,2863.199951,8927861
2024-06-07,2857.000000,2944.000000,2853.000000,2939.899902,2939.899902,9279348
2024-06-10,2939.899902,2986.699951,2936.149902,2942.800049,2942.800049,4625880
2024-06-11,2938.000000,2947.350098,2909.350098,2913.350098,2913.350098,5887451
2024-06-12,2915.000000,2952.000000,2910.350098,2926.649902,2926.649902,5040871
2024-06-13,2944.000000,2944.500000,2920.199951,2930.500000,2930.500000,4590580
2024-06-14,2940.000000,2959.350098,2914.449951,2955.100098,2955.100098,4078999
2024-06-18,2974.699951,2974.800049,2942.699951,2962.050049,2962.050049,3598383
2024-06-19,2975.000000,2975.000000,2912.000000,2917.300049,2917.300049,4362937
2024-06-20,2918.000000,2965.699951,2900.199951,2947.399902,2947.399902,8056888
2024-06-21,2947.250000,2949.399902,2881.149902,2908.399902,2908.399902,15585180
2024-06-24,2891.050049,2899.000000,2875.000000,2882.949951,2882.949951,4439193
2024-06-25,2886.000000,2911.850098,2882.000000,2908.300049,2908.300049,3522693
2024-06-26,2892.100098,3037.949951,2890.250000,3028.050049,3028.050049,11007441
2024-06-27,3027.500000,3075.000000,3012.000000,3061.100098,3061.100098,14191515
2024-06-28,3062.050049,3162.000000,3062.050049,3130.800049,3130.800049,14478668
2024-07-01,3125.050049,3158.800049,3111.350098,3120.300049,3120.300049,3862153
2024-07-02,3139.000000,3147.000000,3114.000000,3130.350098,3130.350098,3874623
2024-07-03,3132.649902,3150.000000,3085.550049,3104.850098,3104.850098,4524810
2024-07-04,3114.000000,3135.000000,3101.600098,3108.050049,3108.050049,3418588
2024-07-05,3107.649902,3197.000000,3096.000000,3177.250000,3177.250000,6134855
2024-07-08,3178.000000,3217.600098,3165.050049,3201.800049,3201.800049,4750403
2024-07-09,3195.199951,3201.000000,3161.000000,3180.550049,3180.550049,3480001
2024-07-10,3190.000000,3195.000000,3126.300049,3168.449951,3168.449951,3567289
2024-07-11,3175.000000,3208.500000,3141.000000,3161.300049,3161.300049,5970473
2024-07-12,3169.000000,3210.300049,3149.000000,3193.449951,3193.449951,6462392
2024-07-15,3208.899902,3211.699951,3171.000000,3194.449951,3194.449951,2664844
2024-07-16,3187.000000,3200.000000,3138.250000,3152.500000,3152.500000,4693419
2024-07-18,3152.000000,3187.800049,3115.649902,3173.350098,3173.350098,6149187
2024-07-19,3172.000000,3179.949951,3105.600098,3110.300049,3110.300049,6570195
2024-07-22,3074.500000,3075.000000,2998.550049,3001.350098,3001.350098,9837188
2024-07-23,3002.000000,3011.500000,2926.000000,2975.800049,2975.800049,9026022
2024-07-24,2970.000000,3019.000000,2952.800049,2991.399902,2991.399902,5956681
2024-07-25,2962.000000,3000.949951,2954.149902,2984.800049,2984.800049,6259938
2024-07-26,2984.800049,3024.850098,2980.699951,3018.050049,3018.050049,4929970
